,Sentence #,tok,pos,tag
115588,,piece,NN,B-SUBJ
115589,,previously,RB,O
115590,,created,VBN,O
115591,,by,IN,O
115592,,the,DT,O
115593,,artist,NN,B-OBJ
115594,,.,.,O
115595,6086,The,DT,O
115596,,fuel,NN,B-SUBJ
115597,,is,VBZ,O
115598,,leaked,VBN,O
115599,,into,IN,O
115600,,a,DT,O
115601,,crankcase,NN,B-OBJ
115602,,.,.,O
115603,6087,The,DT,O
115604,,management,NN,B-SUBJ
115605,,of,IN,O
115606,,the,DT,O
115607,,club,NN,O
115608,,consists,VBZ,O
115609,,of,IN,O
115610,,Thai,NNP,O
115611,,office,NN,O
115612,,bearers,NNS,B-OBJ
115613,,and,CC,O
115614,,local,JJ,O
115615,,expatriate,NN,O
115616,,volunteers,NNS,O
115617,,.,.,O
115618,6088,The,DT,O
115619,,promotion,NN,O
115620,,of,IN,O
115621,,tourist,NN,O
115622,,attractions,NNS,O
115623,,in,IN,O
115624,,Baracoa,NNP,O
115625,,",",",",O
115626,,the,DT,O
115627,,first,JJ,O
115628,,village,NN,B-SUBJ
115629,,founded,VBN,O
115630,,by,IN,O
115631,,the,DT,O
115632,,Spanish,JJ,O
115633,,conquistadors,NNS,B-OBJ
115634,,in,IN,O
115635,,Cuba,NNP,O
115636,,",",",",O
115637,,is,VBZ,O
115638,,the,DT,O
115639,,main,JJ,O
115640,,goal,NN,O
115641,,of,IN,O
115642,,the,DT,O
115643,,Tourist,NNP,O
115644,,Information,NNP,O
115645,,Center,NNP,O
115646,,-LRB-,-LRB-,O
115647,,INFOTUR,NNP,O
115648,,-RRB-,-RRB-,O
115649,,in,IN,O
115650,,that,DT,O
115651,,eastern,JJ,O
115652,,city,NN,O
115653,,.,.,O
115654,6089,A,DT,O
115655,,new,JJ,O
115656,,student,NN,B-SUBJ
115657,,organisation,NN,B-OBJ
115658,,is,VBZ,O
115659,,being,VBG,O
115660,,established,VBN,O
115661,,at,IN,O
115662,,UWS,NNP,O
115663,,from,IN,O
115664,,the,DT,O
115665,,beginning,NN,O
115666,,of,IN,O
115667,,2009,CD,O
115668,,.,.,O
115669,6090,The,DT,O
115670,,bomb,NN,B-SUBJ
115671,,was,VBD,O
115672,,discovered,VBN,O
115673,,placed,VBN,O
115674,,inside,IN,O
115675,,a,DT,O
115676,,rubbish,JJ,B-OBJ
115677,,bin,NN,I-OBJ
115678,,.,.,O
115679,6091,The,DT,O
115680,,aircraft,NN,B-SUBJ
115681,,departed,VBD,O
115682,,from,IN,O
115683,,the,DT,O
115684,,illegal,JJ,O
115685,,airport,NN,B-OBJ
115686,,of,IN,O
115687,,Lefkoniko,NNP,O
115688,,the,DT,O
115689,,following,JJ,O
115690,,day,NN,O
115691,,.,.,O
115692,6092,The,DT,O
115693,,company,NN,B-SUBJ
115694,,has,VBZ,O
115695,,entered,VBN,O
115696,,into,IN,O
115697,,a,DT,O
115698,,reseller,JJ,O
115699,,agreement,NN,B-OBJ
115700,,.,.,O
115701,6093,More,JJR,O
115702,,people,NNS,B-SUBJ
115703,,are,VBP,O
115704,,falling,VBG,O
115705,,into,IN,O
115706,,poverty,NN,B-OBJ
115707,,",",",",O
115708,,especially,RB,O
115709,,those,DT,O
115710,,already,RB,O
115711,,struggling,VBG,O
115712,,to,TO,O
115713,,make,VB,O
115714,,ends,NNS,O
115715,,meet,VB,O
115716,,.,.,O
115717,6094,The,DT,O
115718,,decade,NN,B-SUBJ
115719,,produced,VBD,O
115720,,a,DT,O
115721,,bumper,NN,O
115722,,crop,NN,B-OBJ
115723,,of,IN,O
115724,,great,JJ,O
115725,,movies,NNS,O
115726,,.,.,O
115727,6095,The,DT,O
115728,,trail,NN,B-SUBJ
115729,,starts,VBZ,O
115730,,at,IN,O
115731,,an,DT,O
115732,,elevation,NN,B-OBJ
115733,,of,IN,O
115734,,5600,CD,O
115735,,','',O
115736,,and,CC,O
115737,,steadily,RB,O
115738,,climbs,VBZ,O
115739,,to,TO,O
115740,,the,DT,O
115741,,top,NN,O
115742,,of,IN,O
115743,,a,DT,O
115744,,6850,NNP,O
115745,,',POS,O
115746,,promontory,RB,O
115747,,overlooking,NNP,O
115748,,Pine,NNP,O
115749,,and,CC,O
115750,,Juniper,NNP,O
115751,,Canyons,NNP,O
115752,,.,.,O
115753,6096,The,DT,O
115754,,TV,NN,B-SUBJ
115755,,was,VBD,O
115756,,in,IN,O
115757,,a,DT,O
115758,,cabinet,NN,B-OBJ
115759,,that,IN,O
115760,,you,PRP,O
115761,,can,MD,O
115762,,only,RB,O
115763,,see,VB,O
115764,,from,IN,O
115765,,the,DT,O
115766,,bed,NN,O
115767,,but,CC,O
115768,,not,RB,O
115769,,from,IN,O
115770,,the,DT,O
115771,,side,NN,O
115772,,because,RB,O
115773,,of,IN,O
115774,,the,DT,O
115775,,cabinet,NN,O
115776,,'s,POS,O
115777,,door,NN,O
115778,,.,.,O
115779,6097,The,DT,O
115780,,aisles,NNS,B-SUBJ
115781,,in,IN,O
115782,,the,DT,O
115783,,supermarket,NN,B-OBJ
115784,,are,VBP,O
115785,,well-designed,JJ,O
115786,,.,.,O
115787,6098,A,DT,O
115788,,microbrewery,NN,O
115789,,",",",",O
115790,,or,CC,O
115791,,craft,NN,O
115792,,brewery,NN,O
115793,,",",",",O
115794,,is,VBZ,O
115795,,a,DT,O
115796,,modern,JJ,O
115797,,brewery,NN,B-SUBJ
115798,,which,WDT,O
115799,,produces,VBZ,O
115800,,a,DT,O
115801,,limited,JJ,O
115802,,amount,NN,O
115803,,of,IN,O
115804,,beer,NN,B-OBJ
115805,,.,.,O
115806,6099,Groups,NNS,O
115807,,of,IN,O
115808,,them,PRP,O
115809,,were,VBD,O
115810,,gathered,VBN,O
115811,,",",",",O
115812,,drinking,VBG,O
115813,,barley,NN,B-SUBJ
115814,,ale,NN,B-OBJ
115815,,.,.,O
115816,6100,The,DT,O
115817,,present,JJ,O
115818,,essay,NN,B-SUBJ
115819,,is,VBZ,O
115820,,derived,VBN,O
115821,,from,IN,O
115822,,a,DT,O
115823,,more,RBR,O
115824,,comprehensive,JJ,O
115825,,study,NN,B-OBJ
115826,,.,.,O
115827,6101,Venezuela,NNP,O
115828,,sent,VBD,O
115829,,an,DT,O
115830,,ambassador,NN,B-SUBJ
115831,,to,TO,O
115832,,the,DT,O
115833,,Palestine,NNP,O
115834,,border,NN,B-OBJ
115835,,.,.,O
115836,6102,The,DT,O
115837,,smile,NN,B-SUBJ
115838,,runs,VBZ,O
115839,,away,RP,O
115840,,from,IN,O
115841,,the,DT,O
115842,,kid,NN,O
115843,,'s,POS,O
115844,,face,NN,B-OBJ
115845,,.,.,O
115846,6103,They,PRP,O
115847,,are,VBP,O
115848,,navigational,JJ,O
115849,,maps,NNS,B-SUBJ
115850,,based,VBN,O
115851,,on,IN,O
115852,,realistic,JJ,O
115853,,descriptions,NNS,B-OBJ
115854,,of,IN,O
115855,,harbours,NNS,O
115856,,and,CC,O
115857,,coasts,NNS,O
115858,,.,.,O
115859,6104,The,DT,O
115860,,bottom,NN,B-SUBJ
115861,,is,VBZ,O
115862,,welded,VBN,O
115863,,into,IN,O
115864,,each,DT,O
115865,,monoseal,JJ,O
115866,,casket,NN,B-OBJ
115867,,using,VBG,O
115868,,a,DT,O
115869,,continuous,JJ,O
115870,,weld,NN,O
115871,,aldong,VBG,O
115872,,the,DT,O
115873,,entire,JJ,O
115874,,seam,NN,O
115875,,.,.,O
115876,6105,He,PRP,O
115877,,'s,POS,O
115878,,stuffed,VBD,O
115879,,pork,NN,B-SUBJ
115880,,into,IN,O
115881,,defense,NN,B-OBJ
115882,,and,CC,O
115883,,homeland,NN,O
115884,,security,NN,O
115885,,.,.,O
115886,6106,The,DT,O
115887,,intestines,NNS,B-SUBJ
115888,,and,CC,O
115889,,appendix,NN,O
115890,,are,VBP,O
115891,,part,NN,O
115892,,of,IN,O
115893,,the,DT,O
115894,,gastrointestinal,JJ,B-OBJ
115895,,system,NN,I-OBJ
115896,,.,.,O
115897,6107,Liver,JJ,O
115898,,cancer,NN,B-SUBJ
115899,,caused,VBN,O
115900,,by,IN,O
115901,,HBV,NNP,O
115902,,virus,NN,B-OBJ
115903,,is,VBZ,O
115904,,among,IN,O
115905,,the,DT,O
115906,,first,JJ,O
115907,,three,CD,O
115908,,causes,NNS,O
115909,,of,IN,O
115910,,death,NN,O
115911,,from,IN,O
115912,,cancer,NN,O
115913,,in,IN,O
115914,,men,NNS,O
115915,,",",",",O
115916,,and,CC,O
115917,,a,DT,O
115918,,major,JJ,O
115919,,cause,NN,O
115920,,of,IN,O
115921,,cancer,NN,O
115922,,in,IN,O
115923,,women,NNS,O
115924,,.,.,O
115925,6108,A,DT,O
115926,,common,JJ,O
115927,,side,NN,O
115928,,effect,NN,O
115929,,of,IN,O
115930,,strict,JJ,O
115931,,elimination,NN,O
115932,,after,IN,O
115933,,extended,JJ,O
115934,,periods,NNS,O
115935,,of,IN,O
115936,,use,NN,O
115937,,is,VBZ,O
115938,,headaches,NNS,B-SUBJ
115939,,from,IN,O
115940,,caffeine,NN,B-OBJ
115941,,withdrawal,NN,I-OBJ
115942,,",",",",O
115943,,which,WDT,O
115944,,is,VBZ,O
115945,,also,RB,O
115946,,a,DT,O
115947,,clear,JJ,O
115948,,sign,NN,O
115949,,of,IN,O
115950,,the,DT,O
115951,,addiction,NN,O
115952,,.,.,O
115953,6109,The,DT,O
115954,,war,NN,B-SUBJ
115955,,resulted,VBD,O
115956,,in,IN,O
115957,,other,JJ,O
115958,,collateral,JJ,O
115959,,imperial,JJ,O
115960,,conquests,NNS,B-OBJ
115961,,as,RB,O
115962,,well,RB,O
115963,,.,.,O
115964,6110,Backpackers,NNS,B-SUBJ
115965,,are,VBP,O
115966,,travelling,VBG,O
115967,,to,TO,O
115968,,several,JJ,O
115969,,countries,NNS,B-OBJ
115970,,in,IN,O
115971,,a,DT,O
115972,,short,JJ,O
115973,,period,NN,O
115974,,of,IN,O
115975,,time,NN,O
115976,,.,.,O
115977,6111,Congenital,JJ,O
115978,,renal,JJ,O
115979,,disease,NN,O
115980,,was,VBD,O
115981,,detected,VBN,O
115982,,in,IN,O
115983,,a,DT,O
115984,,flock,NN,B-SUBJ
115985,,of,IN,O
115986,,sheep,NN,B-OBJ
115987,,in,IN,O
115988,,the,DT,O
115989,,English,NNP,O
115990,,Midlands,NNPS,O
115991,,over,IN,O
115992,,2,CD,O
115993,,successive,JJ,O
115994,,years,NNS,O
115995,,-LRB-,-LRB-,O
115996,,1982,CD,O
115997,,and,CC,O
115998,,1983,CD,O
115999,,-RRB-,-RRB-,O
116000,,.,.,O
116001,6112,The,DT,O
116002,,anthrax,NN,B-SUBJ
116003,,was,VBD,O
116004,,in,IN,O
116005,,a,DT,O
116006,,suitcase,NN,B-OBJ
116007,,",",",",O
116008,,on,IN,O
116009,,its,PRP$,O
116010,,way,NN,O
116011,,to,TO,O
116012,,Canada,NNP,O
116013,,.,.,O
116014,6113,Funds,NNS,B-SUBJ
116015,,are,VBP,O
116016,,moving,VBG,O
116017,,into,IN,O
116018,,this,DT,O
116019,,new,JJ,O
116020,,project,NN,B-OBJ
116021,,.,.,O
116022,6114,Management,NNP,O
116023,,Unit,NNP,O
116024,,personnel,NNS,B-SUBJ
116025,,marked,VBD,O
116026,,private,JJ,O
116027,,lines,NNS,O
116028,,with,IN,O
116029,,blue,JJ,O
116030,,paint,NN,B-OBJ
116031,,.,.,O
116032,6115,Published,JJ,O
116033,,papers,NNS,B-SUBJ
116034,,include,VBP,O
116035,,results,NNS,B-OBJ
116036,,of,IN,O
116037,,original,JJ,O
116038,,investigation,NN,O
116039,,",",",",O
116040,,clinical,JJ,O
116041,,reports,NNS,O
116042,,",",",",O
116043,,case,NN,O
116044,,history,NN,O
116045,,reports,NNS,O
116046,,and,CC,O
116047,,review,NN,O
116048,,articles,NNS,O
116049,,.,.,O
116050,6116,Water,NNP,O
116051,,disinfection,NN,O
116052,,tablets,NNS,B-SUBJ
116053,,were,VBD,O
116054,,put,VBN,O
116055,,into,IN,O
116056,,the,DT,O
116057,,canteen,NN,B-OBJ
116058,,.,.,O
116059,6117,The,DT,O
116060,,tea,NN,B-SUBJ
116061,,was,VBD,O
116062,,in,IN,O
116063,,a,DT,O
116064,,cup,NN,B-OBJ
116065,,and,CC,O
116066,,not,RB,O
116067,,as,IN,O
116068,,the,DT,O
116069,,menu,NN,O
116070,,suggested,VBN,O
116071,,in,IN,O
116072,,a,DT,O
116073,,pot,NN,O
116074,,.,.,O
116075,6118,With,IN,O
116076,,one,CD,O
116077,,exception,NN,O
116078,,",",",",O
116079,,the,DT,O
116080,,moths,NNS,B-SUBJ
116081,,emerged,VBD,O
116082,,from,IN,O
116083,,the,DT,O
116084,,cocoon,NN,B-OBJ
116085,,during,IN,O
116086,,hours,NNS,O
116087,,of,IN,O
116088,,darkness,NNS,O
116089,,.,.,O
116090,6119,What,WP,O
116091,,passes,VBZ,O
116092,,for,IN,O
116093,,a,DT,O
116094,,town,NN,O
116095,,is,VBZ,O
116096,,a,DT,O
116097,,huddle,NN,B-SUBJ
116098,,of,IN,O
116099,,bubble-shaped,JJ,O
116100,,huts,NNS,B-OBJ
116101,,",",",",O
116102,,the,DT,O
116103,,movable,JJ,O
116104,,homes,NNS,O
116105,,of,IN,O
116106,,camel-thwacking,JJ,O
116107,,nomads,NNS,O
116108,,who,WP,O
116109,,somehow,RB,O
116110,,survive,VBP,O
116111,,out,RP,O
116112,,here,RB,O
116113,,.,.,O
116114,6120,An,DT,O
116115,,MRI,NNP,O
116116,,machine,NN,B-SUBJ
116117,,measures,VBZ,O
116118,,the,DT,O
116119,,response,NN,O
116120,,with,IN,O
116121,,a,DT,O
116122,,computer,NN,B-OBJ
116123,,.,.,O
116124,6121,I,PRP,O
116125,,hear,VBP,O
116126,,it,PRP,O
116127,,",",",",O
116128,,too,RB,O
116129,,",",",",O
116130,,in,IN,O
116131,,the,DT,O
116132,,lovely,JJ,O
116133,,expansiveness,NNS,O
116134,,of,IN,O
116135,,his,PRP$,O
116136,,work,NN,O
116137,,as,IN,O
116138,,a,DT,O
116139,,chamber,NN,B-SUBJ
116140,,musician,NN,B-OBJ
116141,,.,.,O
116142,6122,The,DT,O
116143,,teenager,NN,O
116144,,fell,VBD,O
116145,,seriously,RB,O
116146,,ill,RB,O
116147,,after,IN,O
116148,,receiving,VBG,O
116149,,the,DT,O
116150,,injection,NN,B-SUBJ
116151,,",",",",O
116152,,along,RB,O
116153,,with,IN,O
116154,,thousands,NNS,O
116155,,of,IN,O
116156,,other,JJ,O
116157,,pupils,NNS,B-OBJ
116158,,across,IN,O
116159,,Northern,NNP,O
116160,,Ireland,NNP,O
116161,,last,JJ,O
116162,,Friday,NNP,O
116163,,.,.,O
116164,6123,The,DT,O
116165,,most,RBS,O
116166,,specific,JJ,O
116167,,prophecies,NNS,B-SUBJ
116168,,are,VBP,O
116169,,on,IN,O
116170,,the,DT,O
116171,,topic,NN,O
116172,,of,IN,O
116173,,the,DT,O
116174,,rise,NN,B-OBJ
116175,,and,CC,O
116176,,fall,NN,O
116177,,of,IN,O
116178,,leaders,NNS,O
116179,,and,CC,O
116180,,organizations,NNS,O
116181,,.,.,O
116182,6124,When,WRB,O
116183,,they,PRP,O
116184,,became,VBD,O
116185,,adults,NNS,O
116186,,the,DT,O
116187,,twins,NNS,B-SUBJ
116188,,established,VBD,O
116189,,a,DT,O
116190,,city,NN,B-OBJ
116191,,.,.,O
116192,6125,The,DT,O
116193,,light,NN,B-SUBJ
116194,,that,WDT,O
116195,,is,VBZ,O
116196,,currently,RB,O
116197,,reaching,VBG,O
116198,,the,DT,O
116199,,Earth,NN,O
116200,,was,VBD,O
116201,,generated,VBN,O
116202,,in,IN,O
116203,,the,DT,O
116204,,sun,NN,B-OBJ
116205,,approximately,RB,O
116206,,100000,CD,O
116207,,years,NNS,O
116208,,ago,RB,O
116209,,.,.,O
116210,6126,Around,IN,O
116211,,5,CD,O
116212,,%,NN,O
116213,,of,IN,O
116214,,the,DT,O
116215,,EU,NNP,O
116216,,population,NN,B-SUBJ
116217,,was,VBD,O
116218,,born,VBN,O
116219,,in,IN,O
116220,,a,DT,O
116221,,third,JJ,O
116222,,country,NN,B-OBJ
116223,,and,CC,O
116224,,as,RB,O
116225,,many,JJ,O
116226,,as,IN,O
116227,,one,CD,O
116228,,in,IN,O
116229,,12,CD,O
116230,,are,VBP,O
116231,,living,VBG,O
116232,,in,IN,O
116233,,a,DT,O
116234,,country,NN,O
116235,,different,JJ,O
116236,,to,TO,O
116237,,the,DT,O
116238,,one,NN,O
116239,,in,IN,O
116240,,which,WDT,O
116241,,they,PRP,O
116242,,grew,VBD,O
116243,,up,RP,O
116244,,.,.,O
116245,6127,A,DT,O
116246,,panda,NN,B-SUBJ
116247,,moved,VBD,O
116248,,into,IN,O
116249,,the,DT,O
116250,,suburban,JJ,O
116251,,Darwin,NNP,O
116252,,park,NN,B-OBJ
116253,,.,.,O
116254,6128,A,DT,O
116255,,former,JJ,O
116256,,prostitute,NN,B-SUBJ
116257,,finds,VBZ,O
116258,,a,DT,O
116259,,professional,JJ,O
116260,,job,NN,O
116261,,with,IN,O
116262,,the,DT,O
116263,,help,NN,O
116264,,of,IN,O
116265,,a,DT,O
116266,,training,NN,O
116267,,program,NN,B-OBJ
116268,,.,.,O
116269,6129,The,DT,O
116270,,bounded,JJ,O
116271,,applicability,NN,B-SUBJ
116272,,of,IN,O
116273,,the,DT,O
116274,,Perceptron,NNP,O
116275,,arose,VBD,O
116276,,from,IN,O
116277,,the,DT,O
116278,,linearity,NN,B-OBJ
116279,,of,IN,O
116280,,its,PRP$,O
116281,,modifiable,JJ,O
116282,,decision,NN,O
116283,,rule,NN,O
116284,,.,.,O
116285,6130,In,IN,O
116286,,addition,NN,O
116287,,to,TO,O
116288,,my,PRP$,O
116289,,passionate,JJ,O
116290,,work,NN,O
116291,,with,IN,O
116292,,this,DT,O
116293,,firm,NN,O
116294,,and,CC,O
116295,,other,JJ,O
116296,,moustache,NN,O
116297,,related,JJ,O
116298,,activities,NNS,O
116299,,I,PRP,O
116300,,work,VBP,O
116301,,as,IN,O
116302,,a,DT,O
116303,,policeman,NN,B-SUBJ
116304,,in,IN,O
116305,,Trondheim,NNP,O
116306,,police,NN,O
116307,,department,NN,B-OBJ
116308,,.,.,O
116309,6131,The,DT,O
116310,,shock,NN,O
116311,,wave,NN,B-SUBJ
116312,,was,VBD,O
116313,,generated,VBN,O
116314,,by,IN,O
116315,,an,DT,O
116316,,explosive,JJ,B-OBJ
116317,,made,VBN,O
116318,,from,IN,O
116319,,RDX,NNP,O
116320,,.,.,O
116321,6132,At,IN,O
116322,,that,DT,O
116323,,time,NN,O
116324,,there,EX,O
116325,,was,VBD,O
116326,,also,RB,O
116327,,a,DT,O
116328,,Renaissance,NNP,O
116329,,building,NN,B-SUBJ
116330,,founded,VBN,O
116331,,by,IN,O
116332,,the,DT,O
116333,,wall,NN,B-OBJ
116334,,.,.,O
116335,6133,Frankies,NNP,O
116336,,457,NNP,O
116337,,Spuntino,NNP,O
116338,,is,VBZ,O
116339,,a,DT,O
116340,,cozy,RB,O
116341,,tin-ceilinged,JJ,O
116342,,trattoria,NN,B-SUBJ
116343,,founded,VBN,O
116344,,by,IN,O
116345,,a,DT,O
116346,,pair,NN,B-OBJ
116347,,of,IN,O
116348,,Italian,JJ,O
116349,,American,JJ,O
116350,,pals,NNS,O
116351,,from,IN,O
116352,,Queens,NNP,O
116353,,-,:,O
116354,,both,DT,O
116355,,named,VBD,O
116356,,Frankie,NNP,O
116357,,.,.,O
116358,6134,In,IN,O
116359,,that,DT,O
116360,,case,NN,O
116361,,",",",",O
116362,,the,DT,O
116363,,doctor,NN,B-SUBJ
116364,,stops,VBZ,O
116365,,the,DT,O
116366,,bleeding,NN,O
116367,,with,IN,O
116368,,hormones,NNS,B-OBJ
116369,,.,.,O
116370,6135,The,DT,O
116371,,violin,NN,B-SUBJ
116372,,is,VBZ,O
116373,,a,DT,O
116374,,string,NN,O
116375,,instrument,NN,O
116376,,with,IN,O
116377,,four,CD,O
116378,,strings,NNS,B-OBJ
116379,,usually,RB,O
116380,,tuned,VBN,O
116381,,in,IN,O
116382,,perfect,JJ,O
116383,,fifths,NNS,O
116384,,.,.,O
116385,6136,He,PRP,O
116386,,added,VBD,O
116387,,ethanol,NN,B-SUBJ
116388,,into,IN,O
116389,,the,DT,O
116390,,wash,NN,O
116391,,buffer,NN,B-OBJ
116392,,.,.,O
116393,6137,To,TO,O
116394,,enable,VB,O
116395,,the,DT,O
116396,,animal,NN,O
116397,,to,TO,O
116398,,perform,VB,O
116399,,this,DT,O
116400,,wide,JJ,O
116401,,range,NN,O
116402,,of,IN,O
116403,,activities,NNS,O
116404,,",",",",O
116405,,the,DT,O
116406,,beak,NN,B-SUBJ
116407,,of,IN,O
116408,,the,DT,O
116409,,chicken,NN,B-OBJ
116410,,has,VBZ,O
116411,,an,DT,O
116412,,extensive,JJ,O
116413,,nerve,NN,O
116414,,supply,NN,O
116415,,with,IN,O
116416,,numerous,JJ,O
116417,,mechanoreceptors,NNS,O
116418,,",",",",O
116419,,thermoreceptors,VBZ,O
116420,,",",",",O
116421,,and,CC,O
116422,,nociceptors,VBZ,O
116423,,.,.,O
116424,6138,It,PRP,O
116425,,is,VBZ,O
116426,,okay,JJ,O
116427,,to,TO,O
116428,,have,VB,O
116429,,a,DT,O
116430,,bale,NN,B-SUBJ
116431,,of,IN,O
116432,,turtles,NNS,B-OBJ
116433,,for,IN,O
116434,,pets,NNS,O
116435,,",",",",O
116436,,but,CC,O
116437,,they,PRP,O
116438,,must,MD,O
116439,,be,VB,O
116440,,free,JJ,O
116441,,of,IN,O
116442,,salmonella,NN,O
116443,,bacteria,NNS,O
116444,,.,.,O
116445,6139,Ginger,JJ,B-SUBJ
116446,,wine,NN,B-OBJ
116447,,is,VBZ,O
116448,,a,DT,O
116449,,fortified,JJ,O
116450,,wine,NN,O
116451,,made,VBN,O
116452,,from,IN,O
116453,,a,DT,O
116454,,fermented,JJ,O
116455,,blend,NN,O
116456,,of,IN,O
116457,,ground,NN,O
116458,,ginger,NN,O
116459,,and,CC,O
116460,,raisins,NNS,O
116461,,that,WDT,O
116462,,was,VBD,O
116463,,first,RB,O
116464,,produced,VBN,O
116465,,in,IN,O
116466,,England,NNP,O
116467,,.,.,O
116468,6140,The,DT,O
116469,,pepper,NN,B-SUBJ
116470,,was,VBD,O
116471,,in,IN,O
116472,,a,DT,O
116473,,bottle,NN,B-OBJ
116474,,",",",",O
116475,,and,CC,O
116476,,the,DT,O
116477,,roll,NN,O
116478,,of,IN,O
116479,,butter,NN,O
116480,,was,VBD,O
116481,,made,VBN,O
116482,,around,IN,O
116483,,it,PRP,O
116484,,.,.,O
116485,6141,The,DT,O
116486,,fuselage,NN,B-SUBJ
116487,,accommodated,VBN,O
116488,,a,DT,O
116489,,camera,NN,O
116490,,bay,NN,O
116491,,",",",",O
116492,,flare,JJ,O
116493,,bay,NN,O
116494,,and,CC,O
116495,,an,DT,O
116496,,additional,JJ,O
116497,,fuel,NN,O
116498,,tank,NN,B-OBJ
116499,,.,.,O
116500,6142,Lycophytes,NNS,O
116501,,are,VBP,O
116502,,vascular,NN,O
116503,,plants,NNS,O
116504,,in,IN,O
116505,,the,DT,O
116506,,class,NN,O
116507,,Lycopodiopsida,NN,O
116508,,",",",",O
116509,,a,DT,O
116510,,division,NN,O
116511,,of,IN,O
116512,,vascular,NN,O
116513,,plants,NNS,O
116514,,known,VBN,O
116515,,as,IN,O
116516,,Pteridophytes,NNP,O
116517,,-LRB-,-LRB-,O
116518,,the,DT,O
116519,,ferns,NNS,B-SUBJ
116520,,and,CC,O
116521,,their,PRP$,O
116522,,allies,NNS,B-OBJ
116523,,-RRB-,-RRB-,O
116524,,.,.,O
116525,6143,The,DT,O
116526,,department,NN,B-SUBJ
116527,,achieved,VBD,O
116528,,the,DT,O
116529,,goal,NN,O
116530,,with,IN,O
116531,,a,DT,O
116532,,75,CD,O
116533,,%,NN,O
116534,,reduction,NN,B-OBJ
116535,,in,IN,O
116536,,accidents,NNS,O
116537,,.,.,O
116538,6144,Ching,NNP,O
116539,,survives,VBZ,O
116540,,by,IN,O
116541,,latching,VBG,O
116542,,on,RP,O
116543,,to,TO,O
116544,,a,DT,O
116545,,prostitute,NN,O
116546,,",",",",O
116547,,played,VBN,O
116548,,by,IN,O
116549,,Maggie,NNP,O
116550,,Cheung,NNP,O
116551,,",",",",O
116552,,while,IN,O
116553,,Fung,NNP,O
116554,,works,VBZ,O
116555,,his,PRP$,O
116556,,way,NN,O
116557,,in,IN,O
116558,,a,DT,O
116559,,circle,NN,B-SUBJ
116560,,of,IN,O
116561,,robbers,NNS,B-OBJ
116562,,.,.,O
116563,6145,The,DT,O
116564,,root,NN,O
116565,,vocabulary,NN,B-SUBJ
116566,,was,VBD,O
116567,,generated,VBN,O
116568,,from,IN,O
116569,,the,DT,O
116570,,world,NN,O
116571,,'s,POS,O
116572,,six,CD,O
116573,,most,RBS,O
116574,,widely,RB,O
116575,,spoken,VBN,O
116576,,languages,NNS,B-OBJ
116577,,-LRB-,-LRB-,O
116578,,Chinese,NNP,O
116579,,",",",",O
116580,,Hindi/Urdu,NNP,O
116581,,",",",",O
116582,,English,NNP,O
116583,,",",",",O
116584,,Spanish,NNP,O
116585,,",",",",O
116586,,Arabic,NNP,O
116587,,and,CC,O
116588,,Russian,NNP,O
116589,,-RRB-,-RRB-,O
116590,,.,.,O
116591,6146,We,PRP,O
116592,,sit,VBP,O
116593,,up,RP,O
116594,,for,IN,O
116595,,almost,RB,O
116596,,an,DT,O
116597,,hour,NN,O
116598,,before,IN,O
116599,,a,DT,O
116600,,sounder,NN,B-SUBJ
116601,,of,IN,O
116602,,boar,NN,B-OBJ
116603,,enter,VBP,O
116604,,the,DT,O
116605,,arena,NN,O
116606,,.,.,O
116607,6147,The,DT,O
116608,,9-mm,JJ,O
116609,,pistol,NN,B-SUBJ
116610,,was,VBD,O
116611,,hidden,VBN,O
116612,,in,IN,O
116613,,the,DT,O
116614,,battery,NN,B-OBJ
116615,,slot,NN,I-OBJ
116616,,of,IN,O
116617,,the,DT,O
116618,,laptop,NN,O
116619,,and,CC,O
116620,,could,MD,O
116621,,have,VB,O
116622,,been,VBN,O
116623,,used,VBN,O
116624,,in,IN,O
116625,,a,DT,O
116626,,possible,JJ,O
116627,,hijacking,NN,O
116628,,attempt,NN,O
116629,,.,.,O
116630,6148,In,IN,O
116631,,a,DT,O
116632,,literature,NN,O
116633,,review,NN,O
116634,,of,IN,O
116635,,875,JJ,O
116636,,cases,NNS,O
116637,,of,IN,O
116638,,Merkel,NNP,O
116639,,cell,NN,O
116640,,carcinoma,NN,O
116641,,",",",",O
116642,,the,DT,O
116643,,tumor,NN,B-SUBJ
116644,,was,VBD,O
116645,,the,DT,O
116646,,cause,NN,O
116647,,of,IN,O
116648,,death,NN,B-OBJ
116649,,in,IN,O
116650,,34,CD,O
116651,,%,NN,O
116652,,of,IN,O
116653,,these,DT,O
116654,,patients,NNS,O
116655,,.,.,O
116656,6149,Anyway,RB,O
116657,,",",",",O
116658,,there,EX,O
116659,,'s,VBZ,O
116660,,a,DT,O
116661,,cabal,NN,B-SUBJ
116662,,of,IN,O
116663,,ninja,NN,O
116664,,assassins,NNS,B-OBJ
116665,,who,WP,O
116666,,traverse,VBP,O
116667,,the,DT,O
116668,,globe,NN,O
116669,,killing,VBG,O
116670,,people,NNS,O
116671,,for,IN,O
116672,,``,``,O
116673,,100,CD,O
116674,,pounds,NNS,O
116675,,of,IN,O
116676,,gold,NN,O
116677,,'','',O
116678,,",",",",O
116679,,or,CC,O
